# Pathway	A1	A10	A11	A12	A2	A3	A4	A5	A6	A7	A8	A9	B1	B10	B11	B12	B2	B3	B4	B5	B7	B8	B9	C1	C2	C3	C4	C5	C6	C7	MAD001F	MAD005C	MAD006F	MAD009F	MAD012C	MAD012F	MAD013C	MAD013F	MAD014F	MAD015F	MAD024C	MAD024Crep	MAD025C	MAD025F	MAD026C	MAD026F	MAD029F	MAD032F	MAD035F	MAD037F	MAD038C	MAD038F	MAD039F	MAD040F	MAD041F	MAD042F	MAD043F	MAD044F	MAD045F	MAD046F	MAD047F	MAD048C	MAD048F	MAD049C	MAD049F	MAD050C	MAD050F	MAD051C	MAD051F	MAD052C	MAD052F	MAD053C	MAD053F	MAD054C	MAD054F	MAD055C	MAD055F	MAD056C	MAD056F	MAD057C	MAD057F	MAD058C	MAD058F	MAD059F	MAD060C	MAD060F
PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II|g__Proteus.s__Proteus_vulgaris	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00000106163	0.000000648864	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II|g__Providencia.s__Providencia_rettgeri	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II|g__Pseudomonas.s__Pseudomonas_aeruginosa	0	0.000000657886	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II|g__Pseudomonas.s__Pseudomonas_aeruginosa_group	0	0.000000618969	0	0	0	0	0	0	0	0	0	0.000000171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II|g__Pseudomonas.s__Pseudomonas_fluorescens_group	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000000606511	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II|g__Pseudomonas.s__Pseudomonas_fragi	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000000347581	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II|g__Pseudomonas.s__Pseudomonas_helleri	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000000519486	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II|g__Raoultella.s__Raoultella_ornithinolytica	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00000336348	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II|g__Raoultella.s__Raoultella_planticola	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000000189536	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II|g__Saccharomyces.s__Saccharomyces_cerevisiae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000000160078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II|g__Slackia.s__Slackia_piriformis	0	0	0	0.00000230009	0.000000291347	0	0	0	0	0	0	0	0	0	0.000000530773	0	0.000000296199	0	0	0.000000327442	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00000167631	0.00000182483	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000000923333	0.000000556652	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00000198394	0	0	0	0	0	0	0	0	0	0	0	0	0.000000199964	0
PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II|g__Streptococcus.s__Streptococcus_anginosus_group	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0000000907302	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II|g__Streptococcus.s__Streptococcus_australis	0.00000055859	0	0.000000757975	0	0	0.0000000197106	0	0	0	0	0	0	0	0	0	0.0000000126303	0	0	0.0000000847957	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00000029255	0.000000153329	0	0	0.0000000690196	0	0	0.0000000402101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0000000139635	0	0	0	0.0000000804984	0	0	0	0	0	0
PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II|g__Streptococcus.s__Streptococcus_cristatus	0.0000000790609	0	0.00000035248	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0000000105323	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0000000828534	0	0	0.0000000222476	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II|g__Streptococcus.s__Streptococcus_equinus	0.0000010666	0	0	0	0	0	0	0	0	0	0	0	0.0000000929191	0	0.00000104662	0	0	0	0	0	0	0	0	0	0	0	0.000000181534	0.000000555875	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00000117237	0.000000546673	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II|g__Streptococcus.s__Streptococcus_gallolyticus	0	0	0	0	0	0	0	0	0	0	0	0	0.0000000319246	0	0.000000107268	0	0	0	0	0	0	0	0	0	0	0	0	0.000000947801	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0000000749409	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II|g__Streptococcus.s__Streptococcus_gordonii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0000000579344	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0000000226564	0	0	0	0	0	0	0	0	0	0	0	0.000000270519	0	0	0.0000000571279	0	0	0.000000126191	0	0	0	0	0	0	0	0	0	0	0
PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II|g__Streptococcus.s__Streptococcus_infantarius	0.00000111713	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00000113269	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00000132704	0.000000617983	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II|g__Streptococcus.s__Streptococcus_infantis	0	0	0.000000610558	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II|g__Streptococcus.s__Streptococcus_lutetiensis	0.00000124988	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000000584469	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000000636974	0.000000402713	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II|g__Streptococcus.s__Streptococcus_macedonicus	0	0	0	0	0	0	0	0	0	0	0	0	0.0000000110429	0	0.0000000568322	0	0	0	0	0	0	0	0	0	0	0	0	0.000000425579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0000000524591	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II|g__Streptococcus.s__Streptococcus_milleri	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0000000373904	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II|g__Streptococcus.s__Streptococcus_mitis	0	0	0.00000148888	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0000000752156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000000449309	0	0	0	0	0	0	0	0	0.00000080943	0	0	0	0.000000347914	0	0	0	0.00000102702	0	0	0	0.000000160064	0	0	0	0.000000377736	0	0.000000640193	0	0	0	0
PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II|g__Streptococcus.s__Streptococcus_mutans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0000000301644	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0000018875	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II|g__Streptococcus.s__Streptococcus_oralis	0	0	0.000000526467	0	0	0	0	0	0	0	0	0.0000000696824	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0000000130694	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000000231794	0	0	0	0.0000000965846	0.000000644413	0	0	0.00000191264	0	0	0	0.000000326376	0	0	0	0.000000101442	0	0	0	0	0	0
PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II|g__Streptococcus.s__Streptococcus_parasanguinis	0.00000923479	0	0.00000286686	0	0	0.000000144023	0	0	0.000000174874	0	0	0	0	0	0	0	0	0	0.000000399243	0	0	0.000000371475	0	0	0.000000462885	0	0.00000084546	0.000000764377	0	0	0	0	0	0.000000237313	0	0	0	0	0	0	0	0	0	0.000000378421	0	0.000000891382	0	0	0	0.000000353178	0	0.000000211223	0.000000312071	0	0.00000103	0.000000413095	0.000000851929	0	0.000000140712	0	0.000000341586	0	0	0.000000959877	0	0	0	0.000000167724	0.00000235259	0	0	0.000000486772	0	0.000000164573	0.00000029746	0.000000227958	0.000000320838	0	0.000000376685	0.000000463565	0	0.000000232071	0	0	0	0
PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II|g__Streptococcus.s__Streptococcus_pasteurianus	0	0	0	0	0	0	0	0	0	0	0	0	0.00000120361	0	0.00000159086	0	0	0	0	0	0	0	0	0	0	0	0.000000188492	0.0000249925	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0000018376	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II|g__Streptococcus.s__Streptococcus_pneumoniae	0.000000484973	0	0.000000699227	0	0.000000389614	0	0	0	0	0.0000000186483	0.0000000114975	0.0000000199759	0.0000000216198	0	0.000000333586	0.000000141618	0.00000000938595	0	0.000000233518	0	0.0000000362702	0.000000635882	0	0	0.000000232261	0	0.000000184663	0.000000398999	0	0.0000000223903	0.000000283213	0.0000000267214	0	0	0	0	0	0	0	0.0000000211519	0	0.000000335474	0.0000000259014	0.0000000159173	0	0	0.000000256157	0	0	0	0	0.000000115039	0	0.000000117322	0.000000400338	0	0	0	0	0.000000202314	0.000000783992	0.000000352704	0.000000117747	0.000000754205	0.000000213476	0	0	0	0.00000021261	0	0	0.000000570449	0	0.000000145113	0.000000400351	0.000000196025	0.0000000284096	0.00000038963	0.00000134985	0	0	0.000000221085	0	0	0	0
PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II|g__Streptococcus.s__Streptococcus_pseudopneumoniae	0	0	0.000000887042	0	0	0	0	0	0	0	0	0.0000000156701	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000000147196	0	0	0	0.0000000465046	0.000000128017	0	0	0.000000257023	0	0	0	0.000000133134	0	0	0	0.000000314105	0	0	0	0	0	0
PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II|g__Streptococcus.s__Streptococcus_salivarius	0.000000593807	0	0.000000904668	0	0.000000757745	0	0	0	0.0000000580684	0.0000000727273	0.0000000114447	0.000000136458	0.000000208397	0	0.000000159938	0.00000153485	0.000000168012	0	0.000000244398	0	0	0.000000116066	0	0	0.00000127491	0	0.00000046641	0.000000880292	0	0.0000000538729	0.00000012647	0	0	0.000000288422	0	0	0	0	0	0.0000000240438	0.0000000282641	0.000000347046	0.00000013975	0.000000236342	0	0	0.00000136639	0.0000010135	0	0.000000407628	0	0.000000991582	0.0000000275961	0.0000000828956	0.000000195287	0.0000000628947	0	0	0.000000305905	0.000000348989	0.00000123112	0.000000338971	0.000000456768	0.00000112876	0.000000201291	0	0	0	0.00000373299	0	0	0.00000077966	0.0000000417509	0.000000288985	0.00000138028	0.00000029295	0.00000028295	0	0.000000823619	0	0	0.000000027178	0	0.00000012248	0.0000000143013	0.000000179863
PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II|g__Streptococcus.s__Streptococcus_sanguinis	0.0000000305944	0	0.0000010168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0000000904053	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II|g__Streptococcus.s__Streptococcus_sp_A12	0.0000013854	0	0.00000150724	0	0	0.0000000105408	0	0	0	0	0	0	0	0	0	0.000000143989	0	0	0.0000000423703	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000000181151	0.00000026454	0.000000126487	0	0	0.000000125338	0	0	0.000000145755	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0000000492367	0	0	0	0.000000195607	0	0	0	0	0	0
PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II|g__Streptococcus.s__Streptococcus_sp_F0442	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II|g__Streptococcus.s__Streptococcus_thermophilus	0.000000779485	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0000014741	0	0	0	0.000000213368	0.000000900507	0	0	0.0000012693	0	0.000000704359	0	0.000000150488	0.000000122879	0.000000568041	0.000000681166	0.000000466667	0	0.00000689052	0.0000000647319	0	0	0	0.00000240679	0	0	0	0	0	0	0	0	0.00000142149	0	0.000000294861	0	0	0.000000249913	0.000000900226	0	0	0.000000568162	0	0	0.000000319107	0.000000111955	0.000000330606	0	0.00000135451	0	0	0	0	0	0.0000164464	0	0.000000514568	0	0	0	0	0	0.00000014506	0	0	0	0.0000181581	0	0	0.00000641276	0	0.00000122717
PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II|g__Streptococcus.s__Streptococcus_troglodytae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000000216904	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II|g__Streptococcus.s__Streptococcus_viridans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000000259431	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II|g__Sutterella.s__Sutterella_sp_CAG_351	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00000995569	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II|g__Sutterella.s__Sutterella_wadsworthensis	0.00000544505	0.0000108056	0.0000116604	0.00000532855	0	0	0	0	0.00000434095	0	0.00000423345	0.00000472104	0.00000541321	0.00000460015	0.00000171843	0	0.0000030109	0	0	0.0000033039	0	0	0	0	0	0	0.00000917754	0.00000406443	0	0.0000124093	0	0	0	0.00000321374	0.00000505427	0.00000704263	0	0	0.00000271522	0	0.00000582169	0.00000844771	0.000019588	0.00000517293	0	0	0	0.00000450527	0.00000448866	0	0	0	0	0	0	0	0.00000577631	0.00000680711	0	0	0.00000276871	0	0	0.00000759699	0.00000519289	0	0	0.0000020902	0.00000793753	0	0	0.00000592166	0.00000133211	0	0	0.00000563244	0.00000182205	0.00000403066	0.00000153871	0.00000599831	0.00000692033	0.00000509397	0.00000325642	0	0.0000135533	0.00000437624
PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II|g__Veillonella.s__Veillonella_atypica	0.00000243415	0	0.000001483	0	0	0	0	0	0	0	0	0.000000873959	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00000146939	0	0.00000158945	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II|g__Veillonella.s__Veillonella_dispar	0.000000559129	0	0.0000000941356	0	0	0	0	0	0	0.0000000564284	0	0.0000000791972	0	0	0	0	0	0	0	0	0	0	0	0	0.0000000979399	0	0	0.000000374693	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000000389345	0.000000284913	0	0.000000850456	0	0	0	0	0	0	0	0.000000242135	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II|g__Veillonella.s__Veillonella_infantium	0.000000409902	0	0.000000822623	0	0	0	0	0	0	0.0000000562652	0	0.000000078334	0	0	0	0	0	0	0	0	0	0	0	0	0.000000219059	0	0	0.000000370601	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0000000686397	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0000000922758	0	0	0	0.00000051796	0.000000216151	0	0.000000974625	0	0	0	0.000000182838	0	0	0	0.000000380312	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II|g__Veillonella.s__Veillonella_parvula	0.00000325246	0	0.000000821223	0	0	0	0	0	0	0.0000000719606	0	0.00000164135	0	0	0	0	0	0	0	0	0	0	0	0	0.000000149863	0	0	0.00000114962	0	0	0	0	0	0	0	0	0.000000214462	0	0	0	0	0	0	0	0.00000111891	0.00000081364	0	0	0	0	0	0	0	0	0.00000031513	0	0.00000270553	0	0	0	0	0.00000066397	0	0.000000508188	0	0	0	0.000000146405	0	0	0	0.0000011079	0	0	0.000000768748	0	0	0	0	0	0	0	0	0	0	0
PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II|g__Veillonella.s__Veillonella_rogosae	0.000000333297	0	0.000000590848	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00000016531	0.000000703923	0	0	0	0	0	0	0	0	0	0	0.000000267289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II|unclassified	0.00000257282	0.00000573773	0.0000102103	0.0000011255	0.0000116849	0.00000180697	0.000018408	0.00000991801	0.000000614927	0.00000372972	0.00000921956	0.00000104557	0.00000441175	0.00000468055	0.000018342	0.00000251306	0.00000810129	0.00000456996	0.00000170857	0.00000269693	0.00000434746	0.00000622436	0.00000252808	0.00000840868	0.00000428077	0.00000176383	0.00000226695	0.00000375071	0.00000611524	0.000000284438	0.000000578921	0.00000677216	0.000000888812	0.00000234459	0.00000690696	0.0000218886	0.0000083497	0.000004741	0.00000820345	0.00000513585	0.00000279401	0.000000528342	0.00000392936	0.00000252154	0.000169529	0.0000322586	0.00000305243	0.0000021267	0.0000163163	0.00000860172	0.0000013467	0.0000086478	0.00000405916	0.0000110035	0.00000681801	0.0000137	0.00000541481	0.000016413	0.00000292144	0.00000689901	0.00000155647	0.00000451856	0.000000620845	0.00000657895	0.00000255036	0.00000729639	0.00000305286	0.00000371308	0.00000425585	0.00000711989	0.00000387183	0.0000182198	0.00001026	0.00000607334	0.000000359231	0.00000420885	0.0000021528	0.00000436722	0.00000483346	0.00000981243	0.00000923563	0.00000130423	0.00000275421	0.00000305625	0.00000698623	0.00000293864
PWY-7228: superpathway of guanosine nucleotides de novo biosynthesis I	0.000303465	0.000322987	0.000378249	0.00019133	0.000290589	0.000121007	0.000242281	0.000212459	0.000349895	0.000136139	0.000238655	0.000333314	0.000273823	0.000261175	0.000215978	0.000192884	0.000145754	0.00023966	0.000184181	0.000102405	0.000217215	0.000418304	0.000296305	0.000381974	0.000173129	0.000147109	0.00012804	0.000216091	0.000285954	0.000121737	0.000329388	0.000287466	0.000259816	0.000205987	0.000252218	0.000171455	0.000305324	0.000280123	0.0000938705	0.000291386	0.000181979	0.000209499	0.000244346	0.000169477	0.000368946	0.000129368	0.000210379	0.000158793	0.000162094	0.000208076	0.0000498494	0.000170148	0.000197541	0.000262095	0.000147728	0.00015865	0.000220917	0.000221041	0.000196935	0.00015091	0.000190244	0.00030602	0.00030904	0.000249243	0.000188735	0.00027199	0.000203464	0.000248032	0.000256726	0.000248205	0.000262572	0.00024611	0.000220149	0.000283082	0.00021212	0.000226931	0.000156721	0.000322068	0.000213264	0.000358784	0.000339204	0.000302346	0.000223546	0.000134011	0.000294239	0.000179177
PWY-7228: superpathway of guanosine nucleotides de novo biosynthesis I|g__Absiella.s__Absiella_dolichum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000000180209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7228: superpathway of guanosine nucleotides de novo biosynthesis I|g__Actinobaculum.s__Actinobaculum_sp_oral_taxon_183	0	0	0.000000157181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000000178364	0	0	0	0	0	0
PWY-7228: superpathway of guanosine nucleotides de novo biosynthesis I|g__Actinomyces.s__Actinomyces_graevenitzii	0	0	0.000000668916	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
